INFO 2025-08-31 17:23:05,773 autoreload 53951 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 17:56:37,890 basehttp 57561 6173339648 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:56:37,893 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 17:56:37,904 basehttp 57561 6223818752 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:56:37,905 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 17:56:39,756 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 17:56:39,761 basehttp 57561 6223818752 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:56:39,771 basehttp 57561 6190166016 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:56:39,771 basehttp 57561 6173339648 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 17:56:51,597 basehttp 57561 6190166016 "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2025-08-31 17:56:51,608 basehttp 57561 6223818752 "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2025-08-31 17:56:51,608 basehttp 57561 6173339648 "OPTIONS /api/auth/client-info/ HTTP/1.1" 200 0
INFO 2025-08-31 17:56:51,608 basehttp 57561 6156513280 "OPTIONS /api/auth/client-info/ HTTP/1.1" 200 0
INFO 2025-08-31 17:56:51,651 basehttp 57561 6190166016 "GET /api/auth/profile/ HTTP/1.1" 200 498
INFO 2025-08-31 17:56:51,671 basehttp 57561 6156513280 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:56:51,676 basehttp 57561 6173339648 "GET /api/auth/profile/ HTTP/1.1" 200 498
INFO 2025-08-31 17:56:51,685 basehttp 57561 6190166016 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:57:03,924 basehttp 57561 6190166016 "OPTIONS /api/auth/logout/ HTTP/1.1" 200 0
INFO 2025-08-31 17:57:03,933 basehttp 57561 6190166016 "POST /api/auth/logout/ HTTP/1.1" 200 31
INFO 2025-08-31 17:59:33,851 basehttp 57561 6190166016 "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:34,056 basehttp 57561 6190166016 "POST /api/auth/login/ HTTP/1.1" 200 1069
INFO 2025-08-31 17:59:34,386 basehttp 57561 6173339648 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:34,392 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:34,402 basehttp 57561 6156513280 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:34,410 basehttp 57561 6173339648 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:42,496 basehttp 57561 6156513280 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:59:42,496 basehttp 57561 6173339648 "GET /api/auth/profile/ HTTP/1.1" 200 523
INFO 2025-08-31 17:59:42,508 basehttp 57561 6223818752 "GET /api/auth/profile/ HTTP/1.1" 200 523
INFO 2025-08-31 17:59:42,511 basehttp 57561 6190166016 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:59:48,256 basehttp 57561 6223818752 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:59:48,256 basehttp 57561 6190166016 "GET /api/auth/profile/ HTTP/1.1" 200 523
INFO 2025-08-31 17:59:48,271 basehttp 57561 6156513280 "GET /api/auth/profile/ HTTP/1.1" 200 523
INFO 2025-08-31 17:59:48,275 basehttp 57561 6173339648 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:59:53,716 basehttp 57561 6190166016 "OPTIONS /api/chat/conversations/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:53,719 basehttp 57561 6173339648 "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:53,719 basehttp 57561 6223818752 "OPTIONS /api/chat/folders/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:53,723 basehttp 57561 6156513280 "OPTIONS /api/auth/client-info/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:53,726 basehttp 57561 6190166016 "OPTIONS /api/chat/conversations/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:53,726 basehttp 57561 6173339648 "OPTIONS /api/chat/folders/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:53,728 basehttp 57561 6240645120 "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:53,731 basehttp 57561 6257471488 "OPTIONS /api/auth/client-info/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:53,742 basehttp 57561 6223818752 "GET /api/auth/profile/ HTTP/1.1" 200 523
INFO 2025-08-31 17:59:53,753 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:53,756 basehttp 57561 6190166016 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:59:53,758 basehttp 57561 6257471488 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:53,759 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:53,760 basehttp 57561 6173339648 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:53,766 basehttp 57561 6223818752 "GET /api/auth/profile/ HTTP/1.1" 200 523
INFO 2025-08-31 17:59:53,769 basehttp 57561 6156513280 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:59:54,382 basehttp 57561 6257471488 "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:54,383 basehttp 57561 6240645120 "OPTIONS /api/chat/folders/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:54,385 basehttp 57561 6173339648 "OPTIONS /api/chat/conversations/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:54,385 basehttp 57561 6190166016 "OPTIONS /api/auth/client-info/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:54,386 basehttp 57561 6223818752 "OPTIONS /api/auth/client-info/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:54,388 basehttp 57561 6156513280 "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:54,389 basehttp 57561 6257471488 "OPTIONS /api/chat/folders/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:54,396 basehttp 57561 6156513280 "OPTIONS /api/chat/conversations/ HTTP/1.1" 200 0
INFO 2025-08-31 17:59:54,400 basehttp 57561 6240645120 "GET /api/auth/profile/ HTTP/1.1" 200 523
INFO 2025-08-31 17:59:54,407 basehttp 57561 6190166016 "GET /api/auth/profile/ HTTP/1.1" 200 523
INFO 2025-08-31 17:59:54,407 basehttp 57561 6173339648 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:59:54,410 basehttp 57561 6223818752 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:54,410 basehttp 57561 6257471488 "GET /api/auth/client-info/ HTTP/1.1" 200 354
INFO 2025-08-31 17:59:54,417 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:54,419 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 17:59:54,426 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:46,809 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:46,809 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:46,820 basehttp 57561 6156513280 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:46,824 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:48,451 basehttp 57561 6156513280 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:48,453 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:48,460 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:48,463 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:49,006 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:49,006 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:49,016 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:49,016 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:49,635 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:49,637 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:49,646 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:01:49,648 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:00,115 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:00,118 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:00,128 basehttp 57561 6156513280 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:00,128 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:01,509 basehttp 57561 6156513280 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:01,509 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:01,522 basehttp 57561 6223818752 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:01,522 basehttp 57561 6240645120 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:02,551 basehttp 57561 6223818752 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:02,554 basehttp 57561 6240645120 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:02,561 basehttp 57561 6156513280 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:02,565 basehttp 57561 6223818752 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:03,330 basehttp 57561 6156513280 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:03,331 basehttp 57561 6223818752 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:03,341 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:03,343 basehttp 57561 6223818752 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:04,019 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:04,019 basehttp 57561 6223818752 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:04,031 basehttp 57561 6156513280 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:04,033 basehttp 57561 6223818752 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:06,128 basehttp 57561 6156513280 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:06,133 basehttp 57561 6223818752 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:06,146 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:06,149 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:06,847 basehttp 57561 6240645120 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:06,847 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:06,861 basehttp 57561 6223818752 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:02:06,861 basehttp 57561 6190166016 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:03:11,579 basehttp 57561 6190166016 "POST /api/chat/conversations/ HTTP/1.1" 201 308
INFO 2025-08-31 18:03:11,593 basehttp 57561 6223818752 "OPTIONS /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/history/ HTTP/1.1" 200 0
INFO 2025-08-31 18:03:11,604 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 310
INFO 2025-08-31 18:03:11,607 basehttp 57561 6223818752 "GET /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/history/ HTTP/1.1" 200 2
INFO 2025-08-31 18:03:11,634 basehttp 57561 6223818752 "OPTIONS /api/chat/stream/ HTTP/1.1" 200 0
INFO 2025-08-31 18:03:11,645 views 57561 6223818752 ChatStreamView POST called by user: bro (bro sultan)
INFO 2025-08-31 18:03:11,645 views 57561 6223818752 Request data: {'message': 'test', 'conversation_id': '38d6aa56-72a4-4ce7-b379-bc6285304a5c'}
INFO 2025-08-31 18:03:11,647 views 57561 6223818752 Serializer validated data: OrderedDict({'message': 'test', 'conversation_id': UUID('38d6aa56-72a4-4ce7-b379-bc6285304a5c')})
INFO 2025-08-31 18:03:11,648 views 57561 6223818752 Starting generate_stream function
INFO 2025-08-31 18:03:11,648 views 57561 6223818752 About to call process_chat_message_stream
INFO 2025-08-31 18:03:12,387 services 57561 6223818752 Finished processing 0 lines
INFO 2025-08-31 18:03:12,389 views 57561 6223818752 Stream completed with 0 chunks
INFO 2025-08-31 18:03:12,390 basehttp 57561 6223818752 "POST /api/chat/stream/ HTTP/1.1" 200 0
INFO 2025-08-31 18:04:03,348 basehttp 57561 6223818752 "GET /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/history/ HTTP/1.1" 200 819
INFO 2025-08-31 18:04:04,313 basehttp 57561 6223818752 "GET /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/history/ HTTP/1.1" 200 819
INFO 2025-08-31 18:04:10,312 basehttp 57561 6223818752 "GET /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/history/ HTTP/1.1" 200 819
INFO 2025-08-31 18:04:16,537 basehttp 57561 6190166016 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:04:16,542 basehttp 57561 6223818752 "GET /api/chat/conversations/ HTTP/1.1" 200 434
INFO 2025-08-31 18:04:16,545 basehttp 57561 6240645120 "GET /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/history/ HTTP/1.1" 200 819
INFO 2025-08-31 18:04:16,548 basehttp 57561 6190166016 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:04:16,554 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 434
INFO 2025-08-31 18:04:22,093 basehttp 57561 6190166016 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:04:22,101 basehttp 57561 6156513280 "GET /api/chat/conversations/ HTTP/1.1" 200 434
INFO 2025-08-31 18:04:22,106 basehttp 57561 6240645120 "GET /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/history/ HTTP/1.1" 200 819
INFO 2025-08-31 18:04:22,108 basehttp 57561 6223818752 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:04:22,114 basehttp 57561 6190166016 "GET /api/chat/conversations/ HTTP/1.1" 200 434
INFO 2025-08-31 18:08:08,569 autoreload 57561 8458497152 /Users/bro/PROJECTS/instant-be/apps/chat/services.py changed, reloading.
INFO 2025-08-31 18:08:09,015 autoreload 73843 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:11:35,087 autoreload 73843 8458497152 /Users/bro/PROJECTS/instant-be/apps/chat/services.py changed, reloading.
INFO 2025-08-31 18:11:35,521 autoreload 75037 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:11:41,921 autoreload 75037 8458497152 /Users/bro/PROJECTS/instant-be/apps/chat/services.py changed, reloading.
INFO 2025-08-31 18:11:42,261 autoreload 75093 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:12:03,907 autoreload 75093 8458497152 /Users/bro/PROJECTS/instant-be/apps/chat/services.py changed, reloading.
INFO 2025-08-31 18:12:04,249 autoreload 75279 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:12:20,802 autoreload 75279 8458497152 /Users/bro/PROJECTS/instant-be/apps/chat/services.py changed, reloading.
INFO 2025-08-31 18:12:21,242 autoreload 75403 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:17:39,082 autoreload 75403 8458497152 /Users/bro/PROJECTS/instant-be/apps/chat/services.py changed, reloading.
INFO 2025-08-31 18:17:39,472 autoreload 77521 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:17:47,837 autoreload 77521 8458497152 /Users/bro/PROJECTS/instant-be/apps/chat/services.py changed, reloading.
INFO 2025-08-31 18:17:48,142 autoreload 77577 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:19:06,904 basehttp 77577 6199160832 "OPTIONS /api/chat/conversations/ HTTP/1.1" 200 0
INFO 2025-08-31 18:19:06,905 basehttp 77577 6215987200 "OPTIONS /api/chat/folders/ HTTP/1.1" 200 0
INFO 2025-08-31 18:19:06,910 basehttp 77577 6232813568 "OPTIONS /api/chat/conversations/ HTTP/1.1" 200 0
INFO 2025-08-31 18:19:06,910 basehttp 77577 6249639936 "OPTIONS /api/chat/folders/ HTTP/1.1" 200 0
INFO 2025-08-31 18:19:06,911 basehttp 77577 6266466304 "OPTIONS /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/history/ HTTP/1.1" 200 0
INFO 2025-08-31 18:19:06,945 basehttp 77577 6199160832 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:06,946 basehttp 77577 6249639936 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:06,951 basehttp 77577 6215987200 "GET /api/chat/conversations/ HTTP/1.1" 200 434
INFO 2025-08-31 18:19:06,953 basehttp 77577 6232813568 "GET /api/chat/conversations/ HTTP/1.1" 200 434
INFO 2025-08-31 18:19:06,953 basehttp 77577 6266466304 "GET /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/history/ HTTP/1.1" 200 819
INFO 2025-08-31 18:19:11,937 basehttp 77577 6232813568 "OPTIONS /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/delete/ HTTP/1.1" 200 0
INFO 2025-08-31 18:19:11,960 basehttp 77577 6232813568 "DELETE /api/chat/conversations/38d6aa56-72a4-4ce7-b379-bc6285304a5c/delete/ HTTP/1.1" 200 47
INFO 2025-08-31 18:19:11,979 basehttp 77577 6232813568 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:12,239 basehttp 77577 6232813568 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:12,242 basehttp 77577 6266466304 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:12,252 basehttp 77577 6215987200 "GET /api/chat/conversations/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:12,253 basehttp 77577 6232813568 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:15,808 basehttp 77577 6232813568 "POST /api/chat/conversations/ HTTP/1.1" 201 310
INFO 2025-08-31 18:19:15,816 basehttp 77577 6215987200 "OPTIONS /api/chat/conversations/779d1c20-e8c1-43a9-ab15-b4802aff68b4/history/ HTTP/1.1" 200 0
INFO 2025-08-31 18:19:15,837 basehttp 77577 6232813568 "GET /api/chat/conversations/ HTTP/1.1" 200 312
INFO 2025-08-31 18:19:15,841 basehttp 77577 6215987200 "GET /api/chat/conversations/779d1c20-e8c1-43a9-ab15-b4802aff68b4/history/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:15,863 views 77577 6215987200 ChatStreamView POST called by user: bro (bro sultan)
INFO 2025-08-31 18:19:15,863 views 77577 6215987200 Request data: {'message': 'hi bro', 'conversation_id': '779d1c20-e8c1-43a9-ab15-b4802aff68b4'}
INFO 2025-08-31 18:19:15,866 views 77577 6215987200 Serializer validated data: OrderedDict({'message': 'hi bro', 'conversation_id': UUID('779d1c20-e8c1-43a9-ab15-b4802aff68b4')})
INFO 2025-08-31 18:19:15,867 views 77577 6215987200 Starting generate_stream function
INFO 2025-08-31 18:19:15,867 views 77577 6215987200 About to call process_chat_message_stream
INFO 2025-08-31 18:19:20,056 services 77577 6215987200 Finished processing 1 lines
INFO 2025-08-31 18:19:20,058 views 77577 6215987200 Stream completed with 0 chunks
INFO 2025-08-31 18:19:20,059 basehttp 77577 6215987200 "POST /api/chat/stream/ HTTP/1.1" 200 0
INFO 2025-08-31 18:19:22,508 basehttp 77577 6232813568 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:22,515 basehttp 77577 6266466304 "GET /api/chat/conversations/779d1c20-e8c1-43a9-ab15-b4802aff68b4/history/ HTTP/1.1" 200 821
INFO 2025-08-31 18:19:22,515 basehttp 77577 6215987200 "GET /api/chat/conversations/ HTTP/1.1" 200 436
INFO 2025-08-31 18:19:22,522 basehttp 77577 6249639936 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:19:22,527 basehttp 77577 6215987200 "GET /api/chat/conversations/ HTTP/1.1" 200 436
INFO 2025-08-31 18:19:38,548 views 77577 6215987200 ChatStreamView POST called by user: bro (bro sultan)
INFO 2025-08-31 18:19:38,549 views 77577 6215987200 Request data: {'message': 'hi bro', 'conversation_id': '779d1c20-e8c1-43a9-ab15-b4802aff68b4'}
INFO 2025-08-31 18:19:38,551 views 77577 6215987200 Serializer validated data: OrderedDict({'message': 'hi bro', 'conversation_id': UUID('779d1c20-e8c1-43a9-ab15-b4802aff68b4')})
INFO 2025-08-31 18:19:38,551 views 77577 6215987200 Starting generate_stream function
INFO 2025-08-31 18:19:38,551 views 77577 6215987200 About to call process_chat_message_stream
INFO 2025-08-31 18:19:44,503 services 77577 6215987200 Finished processing 1 lines
INFO 2025-08-31 18:19:44,505 views 77577 6215987200 Stream completed with 0 chunks
INFO 2025-08-31 18:19:44,505 basehttp 77577 6215987200 "POST /api/chat/stream/ HTTP/1.1" 200 0
INFO 2025-08-31 18:21:51,535 autoreload 77577 8458497152 /Users/bro/PROJECTS/instant-be/apps/chat/services.py changed, reloading.
INFO 2025-08-31 18:21:52,025 autoreload 79699 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:22:15,600 autoreload 79699 8458497152 /Users/bro/PROJECTS/instant-be/apps/chat/services.py changed, reloading.
INFO 2025-08-31 18:22:15,951 autoreload 79798 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:22:37,823 autoreload 79918 8458497152 Watching for file changes with StatReloader
INFO 2025-08-31 18:22:43,386 basehttp 79918 6179434496 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:22:43,398 basehttp 79918 6162608128 "GET /api/chat/conversations/ HTTP/1.1" 200 436
INFO 2025-08-31 18:22:43,406 basehttp 79918 6196260864 "GET /api/chat/conversations/779d1c20-e8c1-43a9-ab15-b4802aff68b4/history/ HTTP/1.1" 200 1641
INFO 2025-08-31 18:22:43,408 basehttp 79918 6179434496 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:22:43,416 basehttp 79918 6213087232 "GET /api/chat/conversations/ HTTP/1.1" 200 436
INFO 2025-08-31 18:22:44,785 basehttp 79918 6179434496 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:22:44,789 basehttp 79918 6213087232 "GET /api/chat/conversations/ HTTP/1.1" 200 436
INFO 2025-08-31 18:22:44,794 basehttp 79918 6196260864 "GET /api/chat/conversations/779d1c20-e8c1-43a9-ab15-b4802aff68b4/history/ HTTP/1.1" 200 1641
INFO 2025-08-31 18:22:44,797 basehttp 79918 6162608128 "GET /api/chat/folders/ HTTP/1.1" 200 2
INFO 2025-08-31 18:22:44,804 basehttp 79918 6179434496 "GET /api/chat/conversations/ HTTP/1.1" 200 436
